gene,importance
ompK36_W125Ter,0.0
ompK36_Y153Ter,0.0
ompK35_G208VfsTer5,0.0
ompK36_Y255Ter,0.0
ompK35_Y274Ter,0.0
oqxA10,0.0
ompK35_F300LfsTer25,0.0
oqxA3,0.0
oqxA6,0.0
ompK35_N116PfsTer1,0.0
oqxB14,0.0
oqxB15,0.0
oqxB16,0.0
ompK35_E312Ter,0.0
ompK35_E132K,0.0
oqxB21,0.0
oqxB22,0.0
oqxB27,0.0
ompK35_A170GfsTer83,0.0
ompK36_S185RfsTer8,0.0
ompK35_P12SfsTer10,0.0
ompK35_N116RfsTer13,0.0
ompK35_Y108TerfsTer0,0.0
ompK35_W316Ter,0.0
ompK36_L234Ter,0.0
ompK36_L165AfsTer1,0.0
ompK36_K27IfsTer5,0.0
ompK36_G133D,0.0
ompK35_W79Ter,0.0
ompK35_Y113TerfsTer0,0.0
ompK35_W230Ter,0.0
ompK36_G108LfsTer9,0.0
ompK36_E282Ter,0.0
ompK36_E181Ter,0.0
ompK36_E131Ter,0.0
ompK36_D91VfsTer11,0.0
oqxB32,0.0
ompK35_W316CfsTer7,0.0
ompK36_N141RfsTer2,0.0
ompK35_N29TfsTer34,0.0
ompK36_Q262PfsTer55,0.0
ompK36_S124VfsTer16,0.0
ompK36_A251EfsTer51,0.0
ompK36_Q76Ter,0.0
ompK36_Q70Ter,0.0
ompK36_Q313Ter,0.0
ompK36_Q301Ter,0.0
ompK35_Q288Ter,0.0
ompK35_W138Ter,0.0
ompK36_Q196Ter,0.0
ompK36_Q170Ter,0.0
ompK35_S86VfsTer3,0.0
ompK36_P130RfsTer5,0.0
ompK35_T47PfsTer16,0.0
ompK35_T96PfsTer7,0.0
ompK36_A323RfsTer50,0.0
pmrB_T140P,0.0
oqxB5,0.0
ramR_L156CfsTer71,0.0
ramR_Q11TfsTer40,0.0
ramR_P76RfsTer85,0.0
ramR_N99QfsTer83,0.0
ramR_N99PfsTer82,0.0
ramR_N87LfsTer90,0.0
ramR_M133CfsTer5,0.0
ramR_M101PfsTer61,0.0
ramR_L66NfsTer112,0.0
ramR_L66AfsTer95,0.0
ramR_L66AfsTer5,0.0
ramR_L154CfsTer43,0.0
ramR_H103PfsTer74,0.0
ramR_L111RfsTer72,0.0
ramR_L111PfsTer11,0.0
ramR_K9Ter,0.0
ramR_K139SfsTer85,0.0
ramR_K10SfsTer16,0.0
ramR_I115RfsTer42,0.0
ramR_I115PfsTer40,0.0
ramR_I106SfsTer10,0.0
ramR_H186LfsTer5,0.0
ramR_H103RfsTer22,0.0
ramR_Q122Ter,0.0
ramR_Q23Ter,0.0
ramR_R108SfsTer12,0.0
ramR_R80EfsTer98,0.0
tet(M),0.0
tet(G),0.0
tet(C),0.0
tet(B),0.0
smr,0.0
rpsJ_V57L,0.0
rmtB1,0.0
ramR_Y47HfsTer3,0.0
ramR_Y47CfsTer26,0.0
ramR_Y147Ter,0.0
ramR_W95VfsTer13,0.0
ramR_W95Ter,0.0
ramR_W95LfsTer4,0.0
ramR_V97NfsTer2,0.0
ramR_V39RfsTer15,0.0
ramR_V138IfsTer40,0.0
ramR_T50IfsTer23,0.0
ramR_T43M,0.0
ramR_S29PfsTer42,0.0
ramR_S137Ter,0.0
ramR_R98VfsTer13,0.0
ramR_H103RfsTer15,0.0
ramR_G96AfsTer27,0.0
oqxB6,0.0
oqxR_P94GfsTer18,0.0
pmrB_S208N,0.0
pmrA_S42N,0.0
pmrA_G53S,0.0
parC_E84K,0.0
oqxR_W90Ter,0.0
oqxR_W108Ter,0.0
oqxR_V137RfsTer15,0.0
oqxR_V113I,0.0
oqxR_Q21Ter,0.0
oqxR_Q11RfsTer5,0.0
oqxR_P70SfsTer48,0.0
ramR_F48TerfsTer0,0.0
oqxR_P70RfsTer49,0.0
oqxR_N62KfsTer15,0.0
oqxR_L89TfsTer6,0.0
oqxR_L122AfsTer24,0.0
oqxR_K88NfsTer34,0.0
oqxR_E20TerfsTer0,0.0
oqxR_E118GfsTer7,0.0
oqxR_D95E,0.0
oqxR_D95AfsTer23,0.0
oqxB9,0.0
nfsB_W94Ter,0.0
pmrB_T157P,0.0
qacF,0.0
qacG2,0.0
ramR_F48SfsTer22,0.0
ramR_E57Ter,0.0
ramR_E140Ter,0.0
ramR_E118Ter,0.0
ramR_E102SfsTer17,0.0
ramR_A19V,0.0
ramR_A105SfsTer17,0.0
qnrVC1,0.0
qnrS,0.0
qnrE1,0.0
qnrB91,0.0
qnrB9,0.0
qnrB6,0.0
qnrB2,0.0
qnrB19,0.0
qnrB17,0.0
qnrB10,0.0
qnrB,0.0
qnrA1,0.0
qnrA,0.0
qacL,0.0
ompK35_A119GfsTer13,0.0
aac(3)-II,0.0
nfsB_W46Ter,0.0
blaOKP-B-54,0.0
blaR1,0.0
blaOXY-5-9,0.0
blaOXA-204,0.0
blaOXA-2,0.0
blaOXA-181,0.0
blaOXA-163,0.0
blaOXA-1451,0.0
blaOKP-B-79,0.0
blaOKP-B-6,0.0
blaOKP-B-5,0.0
blaSHV-108,0.0
blaOKP-B-23,0.0
blaOKP-B-15,0.0
blaOKP-A-72,0.0
blaOKP-A-71,0.0
blaOKP-A-10,0.0
blaOKP-A,0.0
blaNDM-7,0.0
blaNDM-50,0.0
blaNDM-5,0.0
blaSHV-100,0.0
blaSHV-110,0.0
blaSHV-31,0.0
blaSHV-205,0.0
blaSHV-2A,0.0
blaSHV-28,0.0
blaSHV-27,0.0
blaSHV-254,0.0
blaSHV-25,0.0
blaSHV-236,0.0
blaSHV-220,0.0
blaSHV-217,0.0
blaSHV-207,0.0
blaSHV-2,0.0
blaSHV-111,0.0
blaSHV-193,0.0
blaSHV-187,0.0
blaSHV-168,0.0
blaSHV-164,0.0
blaSHV-157,0.0
blaSHV-14,0.0
blaSHV-133,0.0
blaSHV-120,0.0
blaSHV-119,0.0
blaNDM,0.0
blaMUS,0.0
blaLEN-9,0.0
aadA10,0.0
aph(3')-IIIa,0.0
ant(6)-Ia,0.0
ampC_Kaer-1,0.0
acrR_Y114F,0.0
acrR_V165I,0.0
acrR_M109I,0.0
aadD1,0.0
aadA5,0.0
aadA3,0.0
aacA43,0.0
blaLEN-2,0.0
aac(6')-Ib4,0.0
aac(6')-Ib3,0.0
aac(6')-Ib-cr5,0.0
aac(6')-Ib-cr,0.0
aac(6')-E606,0.0
aac(6')-33,0.0
aac(3)-VIa,0.0
aac(3)-Ib,0.0
aac(3)-IIg,0.0
aphA16,0.0
arr-4,0.0
blaCARB-2,0.0
blaCMY-16,0.0
blaLEN-17,0.0
blaLEN-16,0.0
blaLEN-13,0.0
blaLEN,0.0
blaLAP-2,0.0
blaLAP,0.0
blaKPC-45,0.0
blaKPC-4,0.0
blaKPC,0.0
blaIMP-4,0.0
blaIMP-18,0.0
blaFOX-5,0.0
blaDHA-6,0.0
blaDHA-1,0.0
blaDHA,0.0
blaCTX-M-65,0.0
blaCTX-M-3,0.0
blaCTX-M-220,0.0
blaCMY-2,0.0
blaSHV-30,0.0
blaSHV-32,0.0
nfsB_V167GfsTer7,0.0
erm(42),0.0
ftsI_A413V,0.0
fosA9,0.0
fosA5,0.0
fosA3,0.0
fosA10,0.0
fosA,0.0
floR2,0.0
erm(B),0.0
erm(A),0.0
ere(B),0.0
mgrB_D31N,0.0
ere(A),0.0
dfrB5,0.0
dfrB3,0.0
dfrA8,0.0
dfrA7,0.0
dfrA35,0.0
dfrA33,0.0
dfrA30,0.0
dfrA26,0.0
ftsI_L367Q,0.0
mgrB_K3Ter,0.0
blaSHV-33,0.0
mrdA_T529N,0.0
nfsB_Q96Ter,0.0
nfsB_Q35Ter,0.0
nfsB_K21SfsTer1,0.0
nfsB_K130QfsTer5,0.0
nfsB_E28Ter,0.0
nfsB_E26Ter,0.0
nfsB_E131Ter,0.0
nfsB_E102Ter,0.0
nfsB_D198Y,0.0
mph(C),0.0
mgrB_K43Ter,0.0
mgrB_W6Ter,0.0
mgrB_W47R,0.0
mgrB_Q30Ter,0.0
mgrB_N42IfsTer30,0.0
mgrB_N25TfsTer1,0.0
mgrB_N25RfsTer14,0.0
mgrB_N25KfsTer9,0.0
mgrB_L4Ter,0.0
mgrB_L18Ter,0.0
dfrA22,0.0
dfrA21,0.0
dfrA19,0.0
blaSHV-60,0.0
blaSHV-80,0.0
blaSHV-77,0.0
blaSHV-76,0.0
blaSHV-75,0.0
blaSHV-71,0.0
blaSHV-7,0.0
blaSHV-63,0.0
blaSHV-62,0.0
blaSHV-61,0.0
blaSHV-57,0.0
dfrA18,0.0
blaSHV-52,0.0
blaSHV-5,0.0
blaSHV-49,0.0
blaSHV-42,0.0
blaSHV-41,0.0
blaSHV-40,0.0
blaSHV-38,0.0
blaSHV-37,0.0
blaSHV-36,0.0
blaTEM-206,0.0
blaTEM-24,0.0
blaVIM-1,0.0
blaVIM-2,0.0
dfrA17,0.0
dfrA16,0.0
crrB_L94M,0.0
cmlA4,0.0
cmlA,0.0
cirA_W615Ter,0.0
cirA_W241Ter,0.0
cirA_S419Ter,0.0
cirA_R269AfsTer8,0.0
cirA_Q64Ter,0.0
cirA_Q562Ter,0.0
cirA_N122TfsTer45,0.0
cirA_I124TfsTer5,0.0
cirA_E528Ter,0.0
cirA_D443TerfsTer0,0.0
cirA_A48RfsTer13,0.0
catB11,0.0
blaZ,0.0
blaVIM-4,0.0
vanR-A,0.0
